t,alpha=-2,alpha=-10,alpha=-20,alpha=-50,alpha=-100
5.650000000000000577e-01,-6.962004708008391607e-02,2.366986271206237558e-01,2.229272346217996692e-01,-5.396638000184130618e-02,-1.605379052020572683e-01
5.660000000000000586e-01,-9.097578537763832685e-02,2.197940706383213205e-01,2.307543827576258311e-01,-9.490588888050205396e-02,-1.383212053321167256e-01
5.670000000000000595e-01,-7.619714086404118236e-02,2.662197195332542954e-01,1.711612756823093495e-01,-3.159933321496888325e-02,-1.545130428033426595e-01
5.680000000000000604e-01,-4.785543900342605073e-02,2.611711970457530341e-01,9.074030733572549523e-02,-1.947535301136645719e-02,-1.485457701312221934e-01
5.690000000000000613e-01,-5.898254706047882656e-02,2.705576385025025288e-01,2.147402983087740025e-02,-2.004945072599840020e-02,-1.236676440997605125e-01
5.700000000000000622e-01,-1.220603639869827228e-01,2.467802761424914004e-01,3.074795248126316674e-02,1.084476234972751169e-02,-1.396095897140024189e-01
5.710000000000000631e-01,-1.163185668560442615e-01,2.264260750133000599e-01,3.018348223752582993e-02,-2.831980322440622033e-02,-7.655746596302673290e-02
5.720000000000000639e-01,-1.301688571860110111e-01,2.061065031164214800e-01,-7.563095799557474630e-03,-1.194074207108006790e-02,-2.282270590909501323e-02
5.730000000000000648e-01,-1.196011289089890794e-01,1.811159336680008558e-01,1.490476908664005798e-02,2.934082942188192406e-02,-5.181496377820193899e-02
5.740000000000000657e-01,-5.937980431251863034e-02,1.425672066956676920e-01,7.524257499568069718e-02,3.601380796190128963e-02,-4.129453536988278439e-03
5.750000000000000666e-01,-4.647664202805408540e-02,1.668942315532650766e-01,7.682658701984185212e-02,9.721222973264070921e-02,3.392456554104889693e-02
5.760000000000000675e-01,-8.378346244344828109e-02,1.342951178752199159e-01,1.022114390458169764e-01,8.157587614076436400e-02,-3.170425979944337808e-02
5.769999999999999574e-01,-1.116250383150395875e-01,1.275207571398153938e-01,8.281259181548791815e-02,5.937488532156624810e-02,-3.017406100243300027e-03
5.779999999999999583e-01,-1.526753797458451911e-01,1.152557905744615585e-01,8.173038256524919887e-02,1.996773934245490989e-02,-6.775781530290367338e-02
5.789999999999999591e-01,-1.415000072079137805e-01,8.197444629353510537e-02,7.163980317347591609e-02,3.229473521694459920e-02,-3.476228337822091785e-02
5.799999999999999600e-01,-1.304047945647426321e-01,7.814718623240562989e-02,1.232434547749537146e-01,6.515200413286689751e-02,-6.798798942558449687e-02
5.809999999999999609e-01,-7.408847537212237544e-02,6.674299331063325569e-02,1.847570429718849161e-01,3.716482609439872298e-02,-7.641213866841371771e-02
5.819999999999999618e-01,-7.037166733522852435e-02,6.382114651038732489e-02,1.940515287940434708e-01,3.621624505294843144e-02,2.081021662754048429e-03
5.829999999999999627e-01,-6.852512338093474931e-02,6.038307604153018981e-02,1.506049473262097149e-01,-2.350163554500984964e-02,-3.654097406758196817e-03
5.839999999999999636e-01,-3.665256614942438013e-02,2.230887186087566337e-02,1.401391283470166393e-01,-3.916521279973189662e-03,-1.986009775758405121e-02
5.849999999999999645e-01,-4.095373075777796607e-02,1.888895065995876629e-02,1.207275027326580319e-01,3.701703979043150655e-02,-4.135181327182832489e-02
5.859999999999999654e-01,-1.594301490966956031e-02,-1.671754395909635579e-02,1.373113168986294097e-01,7.940630538926332638e-02,-3.523219446170131053e-02
5.869999999999999662e-01,-4.108739358815897275e-03,5.676233341664258664e-03,2.112008779165152339e-01,8.677547372852820184e-02,-6.926565151637401052e-02
5.879999999999999671e-01,2.490030562595147573e-02,-8.618089899168782098e-02,1.961332799491219969e-01,2.890581361126847576e-02,-4.068480988574261353e-02
5.889999999999999680e-01,1.735934931850728960e-02,-9.516054135496619659e-02,2.114039723971775919e-01,2.127465643199216716e-02,-1.326047685494044504e-02
5.899999999999999689e-01,5.875516081351549874e-02,-6.569322426477232357e-02,2.544193626250769724e-01,2.178038378594139221e-02,1.503651673282678861e-02
5.909999999999999698e-01,4.786079092938200219e-02,-6.231576333715015126e-02,1.979739050888709440e-01,6.293040018465334562e-02,3.025783703233109190e-02
5.919999999999999707e-01,7.506710158798028665e-02,-1.074863882204983023e-01,1.877754777212231607e-01,5.815161450194281101e-02,-1.041839922898784437e-02
5.929999999999999716e-01,8.542068883422673786e-02,-1.058268855159009286e-01,1.743607279713821623e-01,5.382753565864799306e-02,3.737441449087405831e-02
5.939999999999999725e-01,1.075751058601423366e-01,-1.082329359001235058e-01,1.988336413751906895e-01,8.412332522463167317e-02,3.773648692067435584e-02
5.949999999999999734e-01,9.955124588398130137e-02,-1.472946451864399209e-01,2.036688574129878471e-01,5.743080212750621694e-02,7.764108397241054060e-02
5.959999999999999742e-01,4.922447028946647790e-02,-1.649175502028936424e-01,1.919881700469616981e-01,2.862155917463602220e-02,7.907959172691338134e-02
5.969999999999999751e-01,1.843593877705224440e-02,-1.830537833140146731e-01,1.533630695387070142e-01,3.897468188938337658e-02,3.693348017133284145e-02
5.979999999999999760e-01,1.272969711129605386e-03,-1.451926409214167046e-01,1.667430582566828967e-01,3.079736642875589847e-02,8.075343063116763309e-02
5.989999999999999769e-01,3.536953294521624075e-02,-2.019989334161714778e-01,1.582383928451643607e-01,6.847031657795595028e-02,6.945344461231607591e-02
5.999999999999999778e-01,-3.191912420176647863e-02,-1.963085995202352718e-01,1.505389814585058328e-01,4.468976638835489568e-02,6.874778302300925403e-02
6.009999999999999787e-01,-6.864176307590819093e-02,-2.229444226653913841e-01,1.217955888110465595e-01,6.384552496929360443e-02,1.068467305090375630e-01
6.019999999999999796e-01,-4.694649760751038597e-02,-2.317112461896992659e-01,1.340948435838569264e-01,-7.379276154415227718e-03,5.500951809290544753e-02
6.029999999999999805e-01,1.197691476189539916e-03,-2.905845144483921727e-01,1.825887428509086197e-01,1.798272056571459040e-02,6.610827838696545222e-02
6.039999999999999813e-01,-3.978839735701367869e-02,-2.865157153950654290e-01,1.710901024515288082e-01,-5.393672209442933879e-03,8.786048779188077029e-02
6.049999999999999822e-01,-5.610810134248737924e-03,-3.328916598664509729e-01,1.663433558500298226e-01,1.885325699367845081e-03,8.274994947520816768e-02
6.059999999999999831e-01,-2.637851705470408217e-02,-3.461583124034188219e-01,1.459884277081456849e-01,1.035798062562088249e-02,7.379664946331422615e-02
6.069999999999999840e-01,-2.070563356626343304e-02,-3.271053847074421594e-01,1.667685299295363910e-01,-1.932878512823001452e-02,6.782120131074545477e-02
6.079999999999999849e-01,-4.185316112657057330e-02,-3.308846664721009634e-01,1.858644721607869144e-01,-4.387914073836966800e-02,1.656151797852887381e-02
6.089999999999999858e-01,-4.787447032052957047e-02,-3.464255996612864430e-01,2.552576903719618873e-01,-6.046650185452487336e-02,1.490952675938378262e-02
6.099999999999999867e-01,-9.778693612899852505e-02,-3.257975114909670844e-01,2.242038269502520387e-01,-6.919195279631658313e-02,5.970847047925146971e-03
6.109999999999999876e-01,-8.648578599956245616e-02,-2.643905641128342365e-01,2.140133525846877605e-01,-5.805176735475145455e-02,-5.939927242171489513e-02
6.119999999999999885e-01,-1.196637340848103054e-01,-2.505603967060076043e-01,1.690121721081568051e-01,-2.469459558966274546e-02,-7.815255054211048269e-02
6.129999999999999893e-01,-1.149417597221041309e-01,-2.369386668589866796e-01,1.520842717413533884e-01,-1.384238110525672430e-02,-7.410004156518111562e-02
6.139999999999999902e-01,-1.106681721458845219e-01,-2.765512338500026868e-01,2.221056037996246013e-01,-4.541485706831823593e-03,-9.721646986982357408e-02
6.149999999999999911e-01,-1.530598057657406030e-01,-2.483375307422070744e-01,2.334165542853629538e-01,-5.168395083071154750e-02,-7.160969405323001913e-02
6.159999999999999920e-01,-1.630237698461638463e-01,-2.865213262642823944e-01,2.580045564231252531e-01,-3.688131527871106596e-02,-7.674463862824576488e-02
6.169999999999999929e-01,-2.013025787677117651e-01,-2.613411611716303096e-01,2.826799414056884174e-01,7.816957106759316043e-03,-3.079753431334157632e-02
6.179999999999999938e-01,-2.091117740930950319e-01,-2.842081607717063529e-01,2.746881514133985847e-01,3.021844369972525798e-02,-3.022091976981514799e-02
6.189999999999999947e-01,-2.320061240769802635e-01,-2.909843302377872476e-01,3.261858432580296840e-01,9.830432116347060517e-03,-1.754307940943566207e-02
6.199999999999999956e-01,-2.328028446737722967e-01,-2.060159039797710701e-01,2.755419959448749401e-01,1.579439894792673826e-02,-2.151230241831266279e-02
6.209999999999999964e-01,-2.009052292220480929e-01,-1.881942915601079180e-01,2.512357965121647663e-01,8.054154554857412274e-02,4.081369185390912313e-03
6.219999999999999973e-01,-1.672378758797045673e-01,-1.947338551461171852e-01,2.556667154941835163e-01,9.577291446546117026e-02,-7.410903897183220880e-03
6.229999999999999982e-01,-1.678590514121309774e-01,-2.295775268255157431e-01,2.341602966341898295e-01,7.043828374535349157e-02,-2.000628996870990398e-02
6.239999999999999991e-01,-1.677688177644066914e-01,-1.853524149766241635e-01,2.271584406106500753e-01,9.056953531835558457e-02,1.850583645131621130e-02
6.250000000000000000e-01,-9.721997820989607131e-02,-1.664150999076990378e-01,2.026069157912002983e-01,9.192827322252640487e-02,-5.027909440193183144e-02
6.260000000000000009e-01,-7.554092208820198384e-02,-1.652418817335254697e-01,1.147786486393322508e-01,9.850269511323564431e-02,-2.323145048894438569e-02
6.270000000000000018e-01,-7.737558602388135143e-02,-1.514643693566267713e-01,1.219397105912457951e-01,7.763016500109071183e-02,-3.631863693864562093e-02
6.280000000000000027e-01,-6.819308701920023807e-02,-1.806737147443995273e-01,6.892079453066744799e-02,7.591992253622467657e-02,-3.951928897013227970e-02
6.290000000000000036e-01,-8.562119205735049809e-02,-1.815359735073376335e-01,9.813970340383007529e-02,1.129553912529275422e-01,-5.247536338525524147e-02
6.300000000000000044e-01,-2.882133173052375125e-02,-2.307744058986727631e-01,9.767664575473664068e-02,1.040042392246767478e-01,-9.251597994990215512e-02
6.310000000000000053e-01,-4.404720865801528551e-02,-2.724097705351857246e-01,2.578395308992392776e-02,1.381685899136642082e-01,-7.002970810080146047e-02
6.320000000000000062e-01,3.777688815146257317e-04,-3.054008397864027557e-01,4.590260559728412404e-02,1.067932517011094262e-01,-7.084647972353065593e-02
6.330000000000000071e-01,4.786566434116663188e-02,-2.779504189324178975e-01,7.209924317882272782e-02,5.389270332218262793e-02,-6.408264285376891189e-02
6.340000000000000080e-01,2.380133684680425452e-02,-2.984737317415613322e-01,8.138828802362071957e-02,4.856791287516840083e-02,-2.025624923013477630e-02
6.350000000000000089e-01,1.989439863885500426e-03,-3.129901258558688837e-01,3.934137908633993097e-02,4.678149528393832357e-02,-3.652499717335382090e-02
6.360000000000000098e-01,2.013814003217270256e-03,-2.994728007785314450e-01,8.319883147220061281e-02,1.293845471042816969e-02,3.265320901324492847e-02
6.370000000000000107e-01,5.139723854493518512e-02,-2.838744258212861360e-01,8.245862068240668308e-02,-2.251363161004368840e-02,7.922005138144023323e-03
6.380000000000000115e-01,6.365896143397167806e-02,-3.102471960300904330e-01,1.304558005149636934e-01,-4.785435069577531619e-02,3.467555339466679015e-02
6.390000000000000124e-01,5.556126720820034337e-02,-2.902718262977894703e-01,1.448808061689278448e-01,-3.507144055077922318e-02,3.164266864256852496e-03
6.400000000000000133e-01,-1.834994994299642135e-03,-2.887062024588585296e-01,1.019654167934881950e-01,1.324594585114374085e-02,5.747435984554609412e-02
6.410000000000000142e-01,1.107363345392551809e-02,-2.597519198559462561e-01,8.351213431364147566e-02,-1.247514860591695564e-02,7.236246438460613994e-02
6.420000000000000151e-01,5.396274259363879194e-02,-2.811030195529902187e-01,1.078872976593117095e-01,2.255325740188975081e-03,1.189309290810935671e-01
6.430000000000000160e-01,6.278473913550820795e-02,-2.998257085671580668e-01,1.026618393170470045e-01,-5.915869752579690222e-02,1.295744709443949483e-01
6.440000000000000169e-01,4.719942223799701575e-02,-3.210918561179479935e-01,1.391549020055096175e-01,-7.192603008178677371e-02,1.000785189077639109e-01
6.450000000000000178e-01,7.519099333350355574e-02,-2.879172204563475446e-01,1.973997945461882231e-01,-1.086010782189475721e-01,1.253499880456384330e-01
6.460000000000000187e-01,1.147777118433793153e-02,-2.562396933301940294e-01,1.301715645688408252e-01,-5.259243024699375435e-02,1.269793495322828480e-01
6.470000000000000195e-01,4.666743323964586687e-02,-1.928447951142497896e-01,1.501732459987020762e-01,-1.608511404278626516e-02,1.417578280929795986e-01
6.480000000000000204e-01,1.017932286614350867e-01,-1.600452597604103966e-01,1.535680805988416109e-01,-1.915884860983433496e-02,1.081246697212283059e-01
6.490000000000000213e-01,1.537313944516700559e-01,-1.698679755297503868e-01,1.270427596653861124e-01,-3.529218840969312876e-02,8.284482628003264626e-02
6.500000000000000222e-01,1.308620147344318474e-01,-1.771406690141855145e-01,1.563276298623412219e-01,-1.655512708428425600e-02,8.541854930191283835e-02
6.510000000000000231e-01,1.374619348444486022e-01,-1.933721535328806751e-01,1.450329222669842211e-01,1.520786174706788979e-02,3.811683455535053860e-02
6.520000000000000240e-01,1.444051022288323771e-01,-1.799366707595334569e-01,1.197886015112282487e-01,-3.595061652052431583e-02,3.147361253885800486e-02
6.530000000000000249e-01,1.107965867206757160e-01,-1.338284373446637643e-01,1.553667004809209939e-01,-7.507748047038115269e-02,3.648639780218158879e-02
6.540000000000000258e-01,1.145452313064749955e-01,-1.490211650579318370e-01,1.020621595946501481e-01,-6.326713039070500089e-02,1.953975909694823099e-02
6.550000000000000266e-01,6.531237167462344839e-02,-1.003070488841788649e-01,2.231528292077522568e-02,3.071959320758458484e-02,1.192721294139338986e-02
6.560000000000000275e-01,6.268644411558092766e-02,-1.103127110674284594e-01,-1.744455016364473976e-02,5.141452864447304538e-02,-7.958255211590516826e-04
6.570000000000000284e-01,7.918761931754136896e-02,-1.085544383031831900e-01,-5.931324002821900671e-03,9.602178209209451254e-02,-4.060153428293647448e-02
6.580000000000000293e-01,1.056364218664779114e-01,-8.160826781588612078e-02,4.725242424385513867e-02,1.612342024011916286e-01,-7.722366688148418756e-02
6.590000000000000302e-01,1.026261711684081368e-01,-5.358051255850857647e-02,-3.077202008743736700e-02,1.805815306376004625e-01,9.592971858465582091e-04
6.600000000000000311e-01,1.460290573649186407e-01,-7.214508480559828074e-02,-1.349318482544793404e-02,1.775361979235838550e-01,2.008978031678786483e-02
6.610000000000000320e-01,1.547867584173221178e-01,-8.195631614523864183e-02,2.884180038488542985e-02,2.340092198449434946e-01,3.315029265807691722e-02
6.620000000000000329e-01,1.104051610303257297e-01,-8.542439189212190642e-02,8.367828861150075626e-02,2.503436938652649490e-01,4.088851526803473357e-02
6.630000000000000338e-01,7.374798059032187936e-02,-7.562660997839965038e-02,6.768054741159239274e-02,1.892151087282178401e-01,6.277891066877878956e-02
6.640000000000000346e-01,9.823043524609137434e-02,-9.611995529457012521e-02,7.380457806757999284e-02,2.093807456753800644e-01,4.275195034302516073e-02
6.650000000000000355e-01,1.065084354345667284e-01,-1.246870199764904402e-01,9.562582665113933400e-02,2.046917226962033931e-01,3.163943393146103483e-02
6.660000000000000364e-01,8.644055221480391460e-02,-1.782455045231975954e-01,5.622327465398659768e-02,1.827759424600147731e-01,-6.462249342883908537e-03
6.670000000000000373e-01,7.053254610349271592e-02,-1.589263544550557350e-01,4.247720650671630432e-02,1.933439289140808648e-01,7.247048987742045131e-03
6.680000000000000382e-01,5.078401864574265401e-02,-1.479361924353002899e-01,4.631482316514029529e-02,1.996214017573502142e-01,-1.390107756948167489e-02
6.690000000000000391e-01,5.397408526347016733e-02,-1.262830471839215818e-01,3.657532618894829279e-03,2.181167855699062130e-01,-4.860968654315463156e-02
6.700000000000000400e-01,3.902232769714384514e-02,-1.472070412618757262e-01,-9.682087574522473677e-03,2.681206240544712904e-01,-2.501467942035433961e-02
6.710000000000000409e-01,3.924623490496845918e-02,-1.503659917645493449e-01,-4.804590932710938941e-03,2.890491502614251362e-01,-5.298672880822263842e-02
6.720000000000000417e-01,5.101095655166858894e-02,-2.039652433509766549e-01,-3.070263048192705194e-02,3.285406376500025205e-01,-8.772448957755810128e-02
6.730000000000000426e-01,2.423274021746142995e-02,-2.134386819681211578e-01,-8.578707210025633689e-04,2.975403876435684936e-01,-8.296460756233597911e-02
6.740000000000000435e-01,5.881483978107276273e-02,-1.842060354542233991e-01,3.921338401191908074e-02,2.849492499031604509e-01,-5.143942006095802988e-02
6.750000000000000444e-01,6.977351486237579059e-02,-1.960835506834409936e-01,4.348652137152510949e-02,2.802574141813374831e-01,-3.881074927463340485e-02
6.760000000000000453e-01,6.367468269573803297e-02,-1.686539743080308351e-01,1.425031657486616407e-02,2.034419138980688713e-01,6.225723036946920197e-03
6.770000000000000462e-01,7.747190320261512775e-02,-1.825754151834683980e-01,-1.797006725277947720e-02,1.786659796050195093e-01,-7.736525073110368626e-03
6.780000000000000471e-01,9.828397695677219825e-02,-1.860244281031789293e-01,-6.835440220194893834e-02,1.320842166534547668e-01,-2.855629954276293903e-02
6.790000000000000480e-01,1.959354442494114223e-01,-2.332815453479618328e-01,-1.944516689806555926e-02,1.489128009715363632e-01,2.386953807612231249e-03
6.800000000000000488e-01,2.024030073799283902e-01,-2.538480403579100875e-01,2.912820249065951883e-03,2.139655780956301045e-01,-2.752446527158085993e-02
6.810000000000000497e-01,1.922740715560737335e-01,-2.370430178814207367e-01,-3.364414650129753104e-02,2.025974448311910481e-01,-5.627816057499698821e-02
6.820000000000000506e-01,2.202069038638434506e-01,-2.348970578977605528e-01,-4.153458255172125246e-02,2.084634458859553896e-01,6.805961005383928675e-03
6.830000000000000515e-01,2.253118111141652058e-01,-2.527350232222157489e-01,-1.819624824274359079e-02,1.933476694882961533e-01,5.146506539869839802e-02
6.840000000000000524e-01,2.122312166892993401e-01,-2.615802568531352401e-01,-4.778490127937040990e-03,2.049343810069952643e-01,-1.165656257168078136e-02
6.850000000000000533e-01,2.276618351332547752e-01,-2.467045320728308844e-01,-3.037350842296934056e-02,1.716598947497829930e-01,8.612361430576231588e-03
6.860000000000000542e-01,2.399450918238285602e-01,-2.330828219675178947e-01,-1.311639884085901570e-02,1.049891153758477913e-01,2.971526318541864789e-02
6.870000000000000551e-01,1.504940221081580709e-01,-2.607654144152542486e-01,2.783641900249846091e-02,5.762730956002467403e-02,3.338965580758002788e-02
6.880000000000000560e-01,1.698538206039766074e-01,-2.668958023626072928e-01,5.591519968587839451e-02,1.012193886309872282e-01,5.372336579044384441e-02
6.890000000000000568e-01,1.788186980652208546e-01,-1.908713892545308710e-01,7.827674199231335339e-02,1.333371097195945321e-01,3.734245495239239820e-02
6.900000000000000577e-01,1.745256255760943287e-01,-1.830126679028333814e-01,7.372349533685515488e-02,1.112733101061048613e-01,1.407877939620348628e-03
6.910000000000000586e-01,1.604811069187216666e-01,-2.448364132227991985e-01,6.702781636959802281e-02,9.603235267536969211e-02,1.206030509741871579e-02
6.920000000000000595e-01,2.036523738725469213e-01,-2.058595920984108707e-01,6.191297567665079993e-02,9.953382695361104315e-02,-1.063497438372822297e-02
6.930000000000000604e-01,2.194613876817266274e-01,-2.466762722525153162e-01,4.516261586178975385e-02,7.061975553415554552e-02,-4.091672591554258026e-02
6.940000000000000613e-01,2.163477656284572559e-01,-2.665683385928468985e-01,6.879611080024419789e-02,1.064108475672630727e-01,1.537505015859413904e-02
6.950000000000000622e-01,2.231713310220737045e-01,-2.636063258045455715e-01,7.971680475773564034e-02,1.198126875278145848e-01,2.838769528327178548e-02
6.960000000000000631e-01,2.385107291879387248e-01,-2.636759336606555038e-01,7.415479649718055566e-02,9.325038545747069141e-02,4.002469428476176233e-03
6.970000000000000639e-01,2.072276309038941777e-01,-2.619267212818254253e-01,1.030874640620263599e-01,1.057227577838219246e-01,-1.050321037378842276e-02
6.980000000000000648e-01,2.155004074380091617e-01,-2.966810670212251533e-01,5.632580650748454654e-02,1.272087931629449220e-01,-6.594605726925040212e-02
6.990000000000000657e-01,2.034202009385732424e-01,-2.858730016898330950e-01,6.755593307847318485e-02,1.165606097596776219e-01,-1.153648382075694312e-01
7.000000000000000666e-01,1.659890146797301513e-01,-2.930111416165580573e-01,1.005542994181458649e-01,1.215130562839864259e-01,-1.327078362507711773e-01
7.010000000000000675e-01,1.918840114283108522e-01,-2.513426181660102232e-01,8.583689986344619771e-02,9.689485724242395681e-02,-7.974720763053977368e-02
7.020000000000000684e-01,1.794746317869519991e-01,-2.608767433146297887e-01,7.516682714510763974e-02,1.230209390716135581e-01,-8.559175140624902811e-02
7.030000000000000693e-01,2.064142253053509179e-01,-3.196904029247434886e-01,7.612612392444635667e-02,1.032165726531234368e-01,-7.777999355550770100e-02
7.039999999999999591e-01,2.621294631623123927e-01,-2.575538514800331247e-01,8.190864889562249340e-02,8.047198450455501917e-02,-6.293628956013445908e-02
7.049999999999999600e-01,2.480166958826542090e-01,-2.358877801212173886e-01,1.531392687303389788e-01,6.445189350900552838e-02,-4.225838506812307216e-02
7.059999999999999609e-01,2.225677713166181737e-01,-2.367884923976193989e-01,1.322272710336276635e-01,9.004942862761176892e-02,-4.498834300157085464e-02
7.069999999999999618e-01,1.678741345611304281e-01,-2.465471703457533525e-01,1.453232094185710754e-01,3.448554508305954475e-02,2.098429075186711290e-02
7.079999999999999627e-01,1.694436797200500056e-01,-2.578673623854472741e-01,1.497718895877129253e-01,9.922558348086911451e-03,-6.978632509294879077e-03
7.089999999999999636e-01,1.775781675208705501e-01,-2.319961897323486455e-01,1.354711087650847523e-01,2.129345475561093826e-02,2.844330053464395880e-02
7.099999999999999645e-01,1.537359944254027000e-01,-2.541927417788594767e-01,1.240343145143992659e-01,2.445170957036967019e-02,6.320814708327443521e-02
7.109999999999999654e-01,9.054106456256333368e-02,-2.595032723256384122e-01,1.709489826708560645e-01,3.371529067600138180e-02,7.626925853444389836e-02
7.119999999999999662e-01,1.226065055358100536e-01,-2.710680813087290586e-01,1.112757554574499430e-01,4.427492151221378708e-02,6.717807053464630584e-02
7.129999999999999671e-01,1.182798660467254959e-01,-3.168862718976105386e-01,1.512567991760023212e-01,-7.230241880358499740e-03,9.149577657799198849e-02
7.139999999999999680e-01,1.506265507853620789e-01,-3.258308257615289971e-01,9.633485108390402174e-02,1.866571578317989533e-02,3.084365702078187971e-02
7.149999999999999689e-01,1.488009878713084932e-01,-3.453098483880822078e-01,1.224313888283052737e-01,6.661867325570863807e-02,2.383591331438974364e-02
7.159999999999999698e-01,1.899293388774520863e-01,-3.146524629477913670e-01,8.923538693325767934e-02,9.678509133696686084e-02,-5.287296605523562204e-03
7.169999999999999707e-01,1.764308735027494690e-01,-3.108889997377771719e-01,1.054946369599945033e-01,8.391080183151210237e-02,-1.883296906322239495e-03
7.179999999999999716e-01,2.000023781785966737e-01,-2.696504466783098963e-01,7.415725238041123712e-02,8.439415404377161034e-02,2.349453604253154068e-03
7.189999999999999725e-01,2.412695983333547067e-01,-2.498120899513165127e-01,7.135050667974891792e-02,7.631015521043298111e-02,-3.153765682433133655e-02
7.199999999999999734e-01,1.847567367492574664e-01,-2.401688379243307470e-01,8.507306319285426466e-02,8.476502820305346908e-02,-4.870936792233154095e-02
7.209999999999999742e-01,1.664181306644628155e-01,-2.756544801230885744e-01,8.610260284016632570e-02,1.061545640834190424e-01,2.567613380014918678e-02
7.219999999999999751e-01,1.411030804730876720e-01,-3.037269518237015187e-01,1.217098452685606014e-01,1.231939186845897455e-01,-2.361784182877832428e-02
7.229999999999999760e-01,1.331550841511974503e-01,-3.588813673918230807e-01,1.001355212933058014e-01,1.475627757600848355e-01,-4.291269812643899728e-02
7.239999999999999769e-01,9.446606822267322734e-02,-3.616067156016616324e-01,1.093895451204578151e-01,1.786682811854808650e-01,-4.694305397091823318e-02
7.249999999999999778e-01,7.964394484250454653e-02,-3.868291271964590106e-01,1.323260944170062958e-01,1.986318002767405166e-01,-7.509740804458239771e-02
7.259999999999999787e-01,1.006428658975650897e-01,-3.824422384654796447e-01,1.546778903625486423e-01,1.853833307620159354e-01,-1.022870144377829860e-01
7.269999999999999796e-01,1.780891031075748643e-01,-3.748380108181829096e-01,1.211034995719977442e-01,1.729182825353497988e-01,-6.066004580957570086e-02
7.279999999999999805e-01,1.566374914139601338e-01,-3.472126031041466998e-01,1.198521591803476255e-01,1.328879160941474069e-01,-9.569174076130398943e-02
7.289999999999999813e-01,1.928532211622177583e-01,-3.504325759862911838e-01,1.591368095287704343e-01,1.558945480560050556e-01,-7.699106038144393205e-02
7.299999999999999822e-01,2.212169307286258046e-01,-3.391547631896154602e-01,6.931504695361295765e-02,1.323566082780962272e-01,-3.347842873697029487e-02
7.309999999999999831e-01,2.653149595066422450e-01,-3.519057082450767759e-01,5.198579640748576813e-02,1.244043171238770062e-01,-6.105537936736536719e-03
7.319999999999999840e-01,2.887022347783481102e-01,-3.657869902706056831e-01,2.855964719311203381e-02,1.409028024192471584e-01,3.281554206007014640e-02
7.329999999999999849e-01,3.162051171410850681e-01,-3.171254658704538709e-01,8.674640361095840857e-02,1.136361790529188814e-01,3.209929855860844256e-02
7.339999999999999858e-01,3.227868220953595269e-01,-2.953784220215578404e-01,1.075266005377035344e-01,5.512703622559310401e-02,1.392848388693041298e-02
7.349999999999999867e-01,3.804121314266274423e-01,-2.927904581761187619e-01,1.177095517269127894e-01,4.428321768989740281e-02,-5.695807681555256630e-02
7.359999999999999876e-01,3.557469159146424142e-01,-3.383146785620974040e-01,1.250998306289341500e-01,4.279699513807815048e-02,-5.025439878907599772e-02
7.369999999999999885e-01,3.774335850716244445e-01,-3.251781196362333315e-01,1.334836085747522494e-01,1.067958070035074924e-01,-3.634268946280973245e-02
7.379999999999999893e-01,4.020975366661336814e-01,-3.751678090951929279e-01,1.699936749706218164e-01,7.987142786311791920e-02,2.372765419751191041e-04
7.389999999999999902e-01,3.940124388729858151e-01,-4.411948359526162156e-01,1.927882254343756263e-01,1.266743106171120958e-01,-2.939750168157560795e-02
7.399999999999999911e-01,3.501064864557625333e-01,-4.759265369234558785e-01,1.677754792437608777e-01,1.515126952730930787e-01,-4.150639247187045550e-02
7.409999999999999920e-01,3.813922232416082081e-01,-4.988885170505116817e-01,1.336017699351958465e-01,1.164444433303748749e-01,-4.117245636098756240e-02
7.419999999999999929e-01,3.636216036113001371e-01,-5.463176376261181799e-01,1.164642285834318058e-01,1.259217965085355218e-01,-6.478870528041760779e-02
7.429999999999999938e-01,3.635546794168353912e-01,-5.554837509181390631e-01,1.238106340608252642e-01,1.359349846142890450e-01,-3.681463339521830885e-02
7.439999999999999947e-01,3.574372861669568580e-01,-5.149023274985318199e-01,1.208169462290375890e-01,1.222270441404880309e-01,-8.298154109457031580e-02
7.449999999999999956e-01,3.791510599393732028e-01,-4.983108846262589431e-01,8.602096650059423699e-02,8.356479834753786917e-02,-5.671954920942453432e-02
7.459999999999999964e-01,3.920431279731743102e-01,-4.656207213671886280e-01,7.974268566355346977e-02,5.833514587877087348e-02,-7.805362364590719138e-02
7.469999999999999973e-01,3.967092052384859624e-01,-4.980082580337539255e-01,1.223845362465013353e-02,4.185338962129469403e-02,-8.455243778277181377e-02
7.479999999999999982e-01,3.897102008602268963e-01,-4.845229495021827759e-01,-8.358825472366863962e-02,-4.324282082695939111e-03,-7.507732652841844767e-02
7.489999999999999991e-01,3.560509231855310541e-01,-4.938275896572092427e-01,-4.243162468162869905e-02,-1.497345335614126000e-02,2.163286190216315297e-03
7.500000000000000000e-01,3.435409425431343311e-01,-5.399439259925762347e-01,-1.649728816975591303e-02,5.875145865086835520e-03,-1.745438606729210126e-02
7.510000000000000009e-01,3.591112647783059053e-01,-5.097315303066164427e-01,1.339379656229214982e-02,-3.012012658797926998e-02,-3.770913748971878310e-02
7.520000000000000018e-01,3.785628411852771658e-01,-5.201409490661704771e-01,-2.111408750798751677e-04,2.186509439080432451e-02,-3.959231812289704805e-02
